date,min,max,normal_min,normal_max
19500807,100.0,63.0,103.3,80.6
19500808,98.0,70.0,103.2,80.5
19500809,102.0,73.0,103.1,80.4
19500810,100.0,72.0,103.0,80.3
19500811,97.0,64.0,102.8,80.2
19500812,93.0,63.0,102.7,80.0
19500813,97.0,66.0,102.6,79.9
19500814,101.0,65.0,102.4,79.8
19500815,102.0,66.0,102.3,79.7
19500816,105.0,67.0,102.2,79.5
19500817,108.0,72.0,102.0,79.4
19500818,110.0,71.0,101.9,79.2
19500819,110.0,72.0,101.7,79.1
19500820,110.0,76.0,101.6,78.9
19500821,108.0,77.0,101.4,78.8
19500822,107.0,72.0,101.3,78.6
19500823,105.0,78.0,101.1,78.4
19500824,103.0,77.0,100.9,78.2
19500825,103.0,70.0,100.7,78.0
19500826,105.0,71.0,100.5,77.8
19500827,107.0,72.0,100.3,77.6
19500828,108.0,76.0,100.1,77.4
19500829,108.0,75.0,99.9,77.1
19500830,111.0,74.0,99.6,76.9
19500831,111.0,76.0,99.4,76.6
19500901,113.0,79.0,99.1,76.3
19500902,110.0,78.0,98.9,76.1
19500903,108.0,77.0,98.6,75.8
19500904,106.0,77.0,98.3,75.5
19500905,101.0,79.0,98.0,75.2
19500906,91.0,73.0,97.7,74.9
19500907,79.0,64.0,97.4,74.5
19500908,89.0,65.0,97.1,74.2
19500909,92.0,61.0,96.7,73.8
19500910,91.0,61.0,96.4,73.5
19500911,92.0,62.0,96.0,73.1
19500912,92.0,62.0,95.7,72.7
19500913,94.0,60.0,95.3,72.3
19500914,91.0,68.0,94.9,71.9
19500915,92.0,58.0,94.5,71.5
19500916,90.0,66.0,94.1,71.1
19500917,85.0,62.0,93.7,70.7
19500918,85.0,58.0,93.3,70.3
19500919,81.0,56.0,92.8,69.9
19500920,86.0,54.0,92.4,69.4
19500921,88.0,57.0,92.0,69.0
19500922,90.0,56.0,91.5,68.6
19500923,92.0,56.0,91.1,68.1
19500924,92.0,60.0,90.6,67.7
19500925,94.0,59.0,90.1,67.2
19500926,94.0,59.0,89.7,66.8
19500927,94.0,61.0,89.2,66.3
19500928,97.0,61.0,88.8,65.9
19500929,91.0,67.0,88.3,65.5
19500930,78.0,55.0,87.8,65.0
19501001,76.0,51.0,87.4,64.6
19501002,80.0,45.0,86.9,64.1
19501003,85.0,44.0,86.4,63.7
19501004,89.0,47.0,86.0,63.3
19501005,95.0,55.0,85.5,62.9
19501006,89.0,61.0,85.1,62.4
19501007,87.0,55.0,84.6,62.0
19501008,89.0,56.0,84.1,61.6
19501009,95.0,62.0,83.7,61.2
19501010,94.0,60.0,83.2,60.8
19501011,93.0,57.0,82.8,60.4
19501012,97.0,59.0,82.3,60.0
19501013,95.0,59.0,81.9,59.6
19501014,96.0,60.0,81.5,59.2
19501015,91.0,70.0,81.0,58.8
19501016,92.0,66.0,80.6,58.4
19501017,89.0,64.0,80.1,58.0
19501018,87.0,53.0,79.7,57.6
19501019,88.0,50.0,79.3,57.3
19501020,88.0,51.0,78.8,56.9
19501021,86.0,51.0,78.4,56.5
19501022,84.0,50.0,77.9,56.1
19501023,79.0,53.0,77.5,55.8
19501024,85.0,55.0,77.1,55.4
19501025,78.0,61.0,76.6,55.0
19501026,80.0,60.0,76.2,54.6
19501027,78.0,61.0,75.7,54.2
19501028,87.0,52.0,75.3,53.9
19501029,90.0,53.0,74.8,53.5
19501030,84.0,66.0,74.3,53.1
19501031,79.0,57.0,73.9,52.7
19501101,81.0,50.0,73.4,52.3
19501102,82.0,52.0,72.9,51.9
19501103,76.0,57.0,72.5,51.5
19501104,78.0,47.0,72.0,51.1
19501105,77.0,46.0,71.5,50.7
19501106,78.0,47.0,71.0,50.3
19501107,78.0,48.0,70.5,49.9
19501108,83.0,48.0,70.0,49.5
19501109,61.0,43.0,69.5,49.1
19501110,52.0,30.0,69.0,48.7
19501111,58.0,24.0,68.5,48.3
19501112,60.0,24.0,68.0,47.8
19501113,68.0,37.0,67.5,47.4
19501114,61.0,47.0,67.0,47.0
19501115,59.0,36.0,66.5,46.6
19501116,68.0,37.0,66.0,46.2
19501117,63.0,38.0,65.5,45.8
19501118,68.0,40.0,65.0,45.4
19501119,77.0,55.0,64.5,45.0
19501120,74.0,48.0,64.0,44.6
19501121,76.0,49.0,63.5,44.2
19501122,76.0,44.0,63.0,43.8
19501123,75.0,41.0,62.5,43.4
19501124,77.0,40.0,62.1,43.1
19501125,76.0,41.0,61.6,42.7
19501126,75.0,38.0,61.2,42.4
19501127,73.0,38.0,60.8,42.0
19501128,72.0,37.0,60.4,41.7
19501129,71.0,38.0,60.0,41.4
19501130,63.0,40.0,59.6,41.1
19501201,70.0,49.0,59.2,40.8
19501202,58.0,33.0,58.9,40.5
19501203,55.0,43.0,58.5,40.3
19501204,66.0,39.0,58.2,40.0
19501205,63.0,41.0,57.9,39.8
19501206,59.0,33.0,57.7,39.6
19501207,61.0,36.0,57.4,39.4
19501208,66.0,39.0,57.2,39.2
19501209,71.0,34.0,56.9,39.0
19501210,74.0,39.0,56.7,38.8
19501211,66.0,39.0,56.6,38.7
19501212,71.0,41.0,56.4,38.6
19501213,63.0,38.0,56.2,38.5
19501214,71.0,43.0,56.1,38.4
19501215,68.0,44.0,56.0,38.3
19501216,68.0,41.0,55.9,38.2
19501217,69.0,38.0,55.9,38.1
19501218,62.0,37.0,55.8,38.1
19501219,66.0,37.0,55.8,38.1
19501220,68.0,35.0,55.8,38.0
19501221,68.0,37.0,55.7,38.0
19501222,68.0,36.0,55.8,38.0
19501223,69.0,35.0,55.8,38.0
19501224,69.0,35.0,55.8,38.0
19501225,63.0,32.0,55.9,38.1
19501226,60.0,30.0,55.9,38.1
19501227,61.0,32.0,56.0,38.1
19501228,61.0,31.0,56.0,38.2
19501229,65.0,36.0,56.1,38.2
19501230,65.0,35.0,56.2,38.3
19501231,53.0,38.0,56.3,38.3
19510101,49.0,37.0,56.4,38.4
19510102,48.0,28.0,56.5,38.4
19510103,50.0,25.0,56.6,38.5
19510104,55.0,35.0,56.7,38.5
19510105,58.0,31.0,56.8,38.6
19510106,53.0,27.0,56.9,38.7
19510107,56.0,22.0,57.0,38.7
19510108,53.0,25.0,57.2,38.8
19510109,58.0,28.0,57.3,38.9
19510110,50.0,29.0,57.4,38.9
19510111,52.0,27.0,57.5,39.0
19510112,49.0,34.0,57.6,39.1
19510113,53.0,29.0,57.7,39.1
19510114,53.0,28.0,57.8,39.2
19510115,54.0,33.0,57.9,39.3
19510116,56.0,32.0,58.0,39.3
19510117,52.0,30.0,58.1,39.4
19510118,61.0,33.0,58.2,39.5
19510119,59.0,45.0,58.3,39.5
19510120,54.0,29.0,58.4,39.6
19510121,56.0,31.0,58.5,39.7
19510122,60.0,33.0,58.6,39.8
19510123,66.0,37.0,58.7,39.9
19510124,71.0,38.0,58.8,40.0
19510125,70.0,38.0,58.9,40.1
19510126,68.0,35.0,59.0,40.1
19510127,67.0,35.0,59.1,40.3
19510128,67.0,39.0,59.3,40.4
19510129,57.0,33.0,59.4,40.5
19510130,42.0,31.0,59.5,40.6
19510131,40.0,22.0,59.6,40.7
19510201,41.0,25.0,59.8,40.8
19510202,46.0,22.0,59.9,41.0
19510203,54.0,26.0,60.1,41.1
19510204,57.0,33.0,60.2,41.3
19510205,65.0,34.0,60.4,41.4
19510206,71.0,36.0,60.5,41.6
19510207,69.0,38.0,60.7,41.8
19510208,71.0,44.0,60.9,42.0
19510209,77.0,42.0,61.1,42.1
19510210,74.0,42.0,61.3,42.3
19510211,70.0,52.0,61.5,42.5
19510212,63.0,47.0,61.7,42.7
19510213,61.0,42.0,61.9,42.9
19510214,58.0,30.0,62.2,43.2
19510215,60.0,33.0,62.4,43.4
19510216,62.0,32.0,62.6,43.6
19510217,65.0,31.0,62.9,43.8
19510218,61.0,45.0,63.2,44.1
19510219,55.0,33.0,63.4,44.3
19510220,57.0,27.0,63.7,44.5
19510221,69.0,32.0,64.0,44.8
19510222,54.0,35.0,64.2,45.0
19510223,53.0,28.0,64.5,45.2
19510224,58.0,32.0,64.8,45.5
19510225,59.0,33.0,65.1,45.7
19510226,55.0,40.0,65.4,45.9
19510227,49.0,31.0,65.7,46.2
19510228,53.0,24.0,66.0,46.4
19510301,45.0,27.0,66.3,46.6
19510302,47.0,33.0,66.6,46.8
19510303,51.0,31.0,66.9,47.0
19510304,52.0,32.0,67.2,47.3
19510305,65.0,47.0,67.5,47.5
19510306,67.0,46.0,67.7,47.7
19510307,71.0,43.0,68.0,47.9
19510308,69.0,41.0,68.3,48.1
19510309,73.0,52.0,68.6,48.3
19510310,63.0,44.0,68.9,48.4
19510311,60.0,36.0,69.1,48.6
19510312,65.0,31.0,69.4,48.8
19510313,75.0,35.0,69.7,49.0
19510314,72.0,47.0,69.9,49.1
19510315,80.0,38.0,70.2,49.3
19510316,80.0,44.0,70.4,49.5
19510317,58.0,42.0,70.7,49.6
19510318,59.0,37.0,70.9,49.8
19510319,69.0,32.0,71.2,50.0
19510320,74.0,40.0,71.4,50.1
19510321,81.0,45.0,71.6,50.3
19510322,79.0,52.0,71.9,50.4
19510323,72.0,43.0,72.1,50.6
19510324,75.0,38.0,72.3,50.7
19510325,82.0,40.0,72.6,50.9
19510326,76.0,57.0,72.8,51.1
19510327,76.0,53.0,73.0,51.2
19510328,68.0,44.0,73.2,51.4
19510329,69.0,44.0,73.5,51.6
19510330,66.0,47.0,73.7,51.8
19510331,63.0,42.0,73.9,52.0
19510401,70.0,39.0,74.2,52.2
19510402,75.0,45.0,74.4,52.4
19510403,76.0,49.0,74.6,52.6
19510404,71.0,52.0,74.9,52.8
19510405,67.0,46.0,75.1,53.0
19510406,74.0,44.0,75.4,53.3
19510407,78.0,48.0,75.6,53.5
19510408,85.0,49.0,75.9,53.7
19510409,90.0,55.0,76.2,54.0
19510410,83.0,56.0,76.5,54.3
19510411,75.0,47.0,76.7,54.5
19510412,81.0,44.0,77.0,54.8
19510413,88.0,46.0,77.3,55.1
19510414,90.0,49.0,77.6,55.4
19510415,88.0,53.0,77.9,55.7
19510416,85.0,59.0,78.2,56.0
19510417,81.0,60.0,78.6,56.3
19510418,80.0,51.0,78.9,56.7
19510419,70.0,56.0,79.2,57.0
19510420,80.0,54.0,79.6,57.3
19510421,82.0,58.0,79.9,57.7
19510422,88.0,53.0,80.3,58.0
19510423,88.0,58.0,80.6,58.4
19510424,80.0,54.0,81.0,58.7
19510425,66.0,50.0,81.3,59.1
19510426,72.0,46.0,81.7,59.4
19510427,78.0,45.0,82.1,59.8
19510428,73.0,50.0,82.4,60.1
19510429,62.0,45.0,82.8,60.5
19510430,67.0,43.0,83.2,60.8
19510501,72.0,47.0,83.5,61.2
19510502,77.0,45.0,83.9,61.5
19510503,85.0,51.0,84.3,61.8
19510504,88.0,56.0,84.7,62.2
19510505,90.0,55.0,85.0,62.5
19510506,79.0,59.0,85.4,62.8
19510507,85.0,53.0,85.8,63.2
19510508,86.0,55.0,86.1,63.5
19510509,85.0,53.0,86.5,63.8
19510510,91.0,59.0,86.9,64.1
19510511,83.0,62.0,87.2,64.4
19510512,76.0,57.0,87.6,64.7
19510513,76.0,48.0,88.0,65.1
19510514,67.0,48.0,88.3,65.3
19510515,61.0,47.0,88.7,65.6
19510516,78.0,45.0,89.0,65.9
19510517,89.0,54.0,89.3,66.2
19510518,94.0,63.0,89.7,66.5
19510519,93.0,61.0,90.0,66.8
19510520,95.0,63.0,90.4,67.1
19510521,78.0,60.0,90.7,67.3
19510522,81.0,55.0,91.0,67.6
19510523,92.0,59.0,91.4,67.9
19510524,98.0,63.0,91.7,68.1
19510525,105.0,65.0,92.0,68.4
19510526,109.0,71.0,92.3,68.7
19510527,105.0,77.0,92.7,68.9
19510528,98.0,77.0,93.0,69.2
19510529,98.0,72.0,93.3,69.5
19510530,95.0,72.0,93.6,69.8
19510531,84.0,65.0,93.9,70.0
19510601,78.0,60.0,94.3,70.3
19510602,82.0,55.0,94.6,70.6
19510603,85.0,56.0,94.9,70.9
19510604,93.0,54.0,95.2,71.2
19510605,89.0,65.0,95.5,71.4
19510606,90.0,62.0,95.8,71.7
19510607,92.0,56.0,96.2,72.0
19510608,92.0,59.0,96.5,72.3
19510609,93.0,60.0,96.8,72.6
19510610,94.0,61.0,97.1,72.9
19510611,98.0,61.0,97.4,73.2
19510612,101.0,67.0,97.7,73.5
19510613,99.0,63.0,98.0,73.8
19510614,102.0,64.0,98.4,74.1
19510615,104.0,67.0,98.7,74.5
19510616,109.0,73.0,99.0,74.8
19510617,108.0,74.0,99.3,75.1
19510618,104.0,71.0,99.6,75.4
19510619,100.0,73.0,99.9,75.7
19510620,100.0,74.0,100.2,76.0
19510621,98.0,69.0,100.4,76.3
19510622,98.0,70.0,100.7,76.6
19510623,99.0,70.0,101.0,76.9
19510624,102.0,70.0,101.3,77.2
19510625,101.0,68.0,101.5,77.5
19510626,102.0,64.0,101.8,77.8
19510627,107.0,66.0,102.0,78.0
19510628,112.0,71.0,102.3,78.3
19510629,109.0,72.0,102.5,78.6
19510630,108.0,75.0,102.7,78.8
19510701,107.0,70.0,102.9,79.1
19510702,105.0,77.0,103.1,79.3
19510703,104.0,76.0,103.3,79.5
19510704,101.0,74.0,103.5,79.7
19510705,103.0,73.0,103.6,79.9
19510706,106.0,75.0,103.8,80.1
19510707,110.0,80.0,103.9,80.3
19510708,110.0,77.0,104.0,80.5
19510709,110.0,73.0,104.2,80.6
19510710,107.0,81.0,104.3,80.8
19510711,105.0,73.0,104.3,80.9
19510712,102.0,66.0,104.4,81.0
19510713,108.0,68.0,104.5,81.1
19510714,109.0,74.0,104.5,81.2
19510715,110.0,81.0,104.6,81.3
19510716,101.0,81.0,104.6,81.3
19510717,108.0,77.0,104.6,81.4
19510718,111.0,80.0,104.7,81.4
19510719,104.0,75.0,104.7,81.5
19510720,106.0,73.0,104.6,81.5
19510721,108.0,75.0,104.6,81.5
19510722,107.0,75.0,104.6,81.5
19510723,108.0,76.0,104.6,81.5
19510724,107.0,80.0,104.5,81.5
19510725,97.0,80.0,104.5,81.5
19510726,92.0,77.0,104.4,81.4
19510727,103.0,71.0,104.3,81.4
19510728,91.0,70.0,104.3,81.4
19510729,99.0,68.0,104.2,81.3
19510730,107.0,74.0,104.1,81.3
19510731,110.0,79.0,104.0,81.2
19510801,104.0,85.0,103.9,81.1
19510802,95.0,75.0,103.8,81.0
19510803,81.0,71.0,103.7,81.0
19510804,100.0,68.0,103.6,80.9
19510805,102.0,72.0,103.5,80.8
19510806,102.0,72.0,103.4,80.7
19510807,103.0,71.0,103.3,80.6
19510808,103.0,67.0,103.2,80.5
19510809,103.0,65.0,103.1,80.4
19510810,104.0,69.0,103.0,80.3
19510811,104.0,67.0,102.8,80.2
19510812,107.0,73.0,102.7,80.0
19510813,107.0,79.0,102.6,79.9
19510814,109.0,80.0,102.4,79.8
19510815,108.0,76.0,102.3,79.7
19510816,105.0,76.0,102.2,79.5
19510817,109.0,76.0,102.0,79.4
19510818,110.0,77.0,101.9,79.2
19510819,92.0,75.0,101.7,79.1
19510820,100.0,73.0,101.6,78.9
19510821,96.0,69.0,101.4,78.8
19510822,101.0,67.0,101.3,78.6
19510823,97.0,72.0,101.1,78.4
19510824,98.0,69.0,100.9,78.2
19510825,100.0,65.0,100.7,78.0
19510826,103.0,63.0,100.5,77.8
19510827,95.0,68.0,100.3,77.6
19510828,84.0,67.0,100.1,77.4
19510829,91.0,65.0,99.9,77.1
19510830,92.0,67.0,99.6,76.9
19510831,94.0,62.0,99.4,76.6
19510901,98.0,64.0,99.1,76.3
19510902,97.0,64.0,98.9,76.1
19510903,97.0,62.0,98.6,75.8
19510904,102.0,63.0,98.3,75.5
19510905,100.0,63.0,98.0,75.2
19510906,101.0,68.0,97.7,74.9
19510907,100.0,63.0,97.4,74.5
19510908,105.0,65.0,97.1,74.2
19510909,102.0,67.0,96.7,73.8
19510910,103.0,64.0,96.4,73.5
19510911,104.0,74.0,96.0,73.1
19510912,94.0,67.0,95.7,72.7
19510913,99.0,60.0,95.3,72.3
19510914,103.0,60.0,94.9,71.9
19510915,104.0,64.0,94.5,71.5
19510916,102.0,65.0,94.1,71.1
19510917,104.0,65.0,93.7,70.7
19510918,105.0,68.0,93.3,70.3
19510919,104.0,69.0,92.8,69.9
19510920,103.0,71.0,92.4,69.4
19510921,89.0,64.0,92.0,69.0
19510922,92.0,55.0,91.5,68.6
19510923,99.0,61.0,91.1,68.1
19510924,98.0,64.0,90.6,67.7
19510925,100.0,67.0,90.1,67.2
19510926,99.0,65.0,89.7,66.8
19510927,96.0,65.0,89.2,66.3
19510928,79.0,62.0,88.8,65.9
19510929,82.0,62.0,88.3,65.5
19510930,90.0,60.0,87.8,65.0
19511001,90.0,69.0,87.4,64.6
19511002,84.0,65.0,86.9,64.1
19511003,80.0,57.0,86.4,63.7
19511004,79.0,56.0,86.0,63.3
19511005,74.0,53.0,85.5,62.9
19511006,79.0,49.0,85.1,62.4
19511007,84.0,52.0,84.6,62.0
19511008,86.0,53.0,84.1,61.6
19511009,90.0,55.0,83.7,61.2
19511010,95.0,64.0,83.2,60.8
19511011,89.0,61.0,82.8,60.4
19511012,81.0,55.0,82.3,60.0
19511013,77.0,48.0,81.9,59.6
19511014,82.0,47.0,81.5,59.2
19511015,83.0,46.0,81.0,58.8
19511016,78.0,56.0,80.6,58.4
19511017,83.0,51.0,80.1,58.0
19511018,85.0,51.0,79.7,57.6
19511019,84.0,50.0,79.3,57.3
19511020,88.0,52.0,78.8,56.9
19511021,74.0,48.0,78.4,56.5
19511022,74.0,41.0,77.9,56.1
19511023,75.0,42.0,77.5,55.8
19511024,77.0,55.0,77.1,55.4
19511025,65.0,47.0,76.6,55.0
19511026,56.0,46.0,76.2,54.6
19511027,68.0,42.0,75.7,54.2
19511028,70.0,43.0,75.3,53.9
19511029,73.0,43.0,74.8,53.5
19511030,68.0,45.0,74.3,53.1
19511031,70.0,41.0,73.9,52.7
19511101,74.0,45.0,73.4,52.3
19511102,59.0,36.0,72.9,51.9
19511103,68.0,32.0,72.5,51.5
19511104,75.0,40.0,72.0,51.1
19511105,69.0,44.0,71.5,50.7
19511106,71.0,38.0,71.0,50.3
19511107,75.0,37.0,70.5,49.9
19511108,70.0,37.0,70.0,49.5
19511109,69.0,37.0,69.5,49.1
19511110,64.0,39.0,69.0,48.7
19511111,70.0,49.0,68.5,48.3
19511112,70.0,43.0,68.0,47.8
19511113,68.0,45.0,67.5,47.4
19511114,70.0,39.0,67.0,47.0
19511115,62.0,37.0,66.5,46.6
19511116,56.0,37.0,66.0,46.2
19511117,56.0,28.0,65.5,45.8
19511118,60.0,31.0,65.0,45.4
19511119,61.0,34.0,64.5,45.0
19511120,66.0,48.0,64.0,44.6
19511121,62.0,45.0,63.5,44.2
19511122,60.0,44.0,63.0,43.8
19511123,48.0,39.0,62.5,43.4
19511124,52.0,34.0,62.1,43.1
19511125,53.0,32.0,61.6,42.7
19511126,54.0,32.0,61.2,42.4
19511127,61.0,40.0,60.8,42.0
19511128,61.0,37.0,60.4,41.7
19511129,62.0,35.0,60.0,41.4
19511130,59.0,35.0,59.6,41.1
19511201,66.0,35.0,59.2,40.8
19511202,61.0,37.0,58.9,40.5
19511203,54.0,32.0,58.5,40.3
19511204,59.0,33.0,58.2,40.0
19511205,59.0,34.0,57.9,39.8
19511206,48.0,29.0,57.7,39.6
19511207,44.0,30.0,57.4,39.4
19511208,43.0,27.0,57.2,39.2
19511209,46.0,21.0,56.9,39.0
19511210,53.0,23.0,56.7,38.8
19511211,58.0,28.0,56.6,38.7
19511212,47.0,32.0,56.4,38.6
19511213,53.0,40.0,56.2,38.5
19511214,51.0,29.0,56.1,38.4
19511215,52.0,27.0,56.0,38.3
19511216,51.0,27.0,55.9,38.2
19511217,55.0,31.0,55.9,38.1
19511218,59.0,30.0,55.8,38.1
19511219,60.0,34.0,55.8,38.1
19511220,47.0,27.0,55.8,38.0
19511221,46.0,23.0,55.7,38.0
19511222,50.0,25.0,55.8,38.0
19511223,50.0,26.0,55.8,38.0
19511224,52.0,32.0,55.8,38.0
19511225,50.0,28.0,55.9,38.1
19511226,54.0,31.0,55.9,38.1
19511227,56.0,31.0,56.0,38.1
19511228,67.0,37.0,56.0,38.2
19511229,64.0,52.0,56.1,38.2
19511230,53.0,41.0,56.2,38.3
19511231,46.0,31.0,56.3,38.3
19520101,40.0,23.0,56.4,38.4
19520102,44.0,25.0,56.5,38.4
19520103,43.0,18.0,56.6,38.5
19520104,45.0,17.0,56.7,38.5
19520105,48.0,21.0,56.8,38.6
19520106,45.0,24.0,56.9,38.7
19520107,52.0,32.0,57.0,38.7
19520108,49.0,24.0,57.2,38.8
19520109,46.0,24.0,57.3,38.9
19520110,48.0,23.0,57.4,38.9
19520111,46.0,24.0,57.5,39.0
19520112,52.0,32.0,57.6,39.1
19520113,50.0,36.0,57.7,39.1
19520114,56.0,28.0,57.8,39.2
19520115,56.0,36.0,57.9,39.3
19520116,57.0,42.0,58.0,39.3
19520117,49.0,36.0,58.1,39.4
19520118,53.0,38.0,58.2,39.5
19520119,53.0,33.0,58.3,39.5
19520120,57.0,35.0,58.4,39.6
19520121,56.0,33.0,58.5,39.7
19520122,53.0,30.0,58.6,39.8
19520123,54.0,38.0,58.7,39.9
19520124,55.0,41.0,58.8,40.0
19520125,62.0,42.0,58.9,40.1
19520126,61.0,34.0,59.0,40.1
19520127,62.0,39.0,59.1,40.3
19520128,60.0,33.0,59.3,40.4
19520129,58.0,35.0,59.4,40.5
19520130,58.0,31.0,59.5,40.6
19520131,61.0,34.0,59.6,40.7
19520201,62.0,37.0,59.8,40.8
19520202,65.0,50.0,59.9,41.0
19520203,62.0,44.0,60.1,41.1
19520204,65.0,38.0,60.2,41.3
19520205,68.0,36.0,60.4,41.4
19520206,65.0,34.0,60.5,41.6
19520207,63.0,33.0,60.7,41.8
19520208,64.0,37.0,60.9,42.0
19520209,64.0,44.0,61.1,42.1
19520210,63.0,41.0,61.3,42.3
19520211,67.0,36.0,61.5,42.5
19520212,56.0,38.0,61.7,42.7
19520213,52.0,29.0,61.9,42.9
19520214,53.0,30.0,62.2,43.2
19520215,58.0,27.0,62.4,43.4
19520216,62.0,32.0,62.6,43.6
19520217,62.0,42.0,62.9,43.8
19520218,53.0,32.0,63.2,44.1
19520219,56.0,25.0,63.4,44.3
19520220,56.0,32.0,63.7,44.5
19520221,55.0,35.0,64.0,44.8
19520222,57.0,37.0,64.2,45.0
19520223,66.0,35.0,64.5,45.2
19520224,60.0,40.0,64.8,45.5
19520225,58.0,29.0,65.1,45.7
19520226,56.0,30.0,65.4,45.9
19520227,68.0,38.0,65.7,46.2
19520228,70.0,37.0,66.0,46.4
19520229,66.0,36.0,66.1,46.5
19520301,59.0,36.0,66.3,46.6
19520302,49.0,30.0,66.6,46.8
19520303,53.0,27.0,66.9,47.0
19520304,60.0,37.0,67.2,47.3
19520305,62.0,39.0,67.5,47.5
19520306,63.0,38.0,67.7,47.7
19520307,58.0,42.0,68.0,47.9
19520308,43.0,35.0,68.3,48.1
19520309,58.0,39.0,68.6,48.3
19520310,56.0,37.0,68.9,48.4
19520311,54.0,36.0,69.1,48.6
19520312,56.0,32.0,69.4,48.8
19520313,53.0,36.0,69.7,49.0
19520314,56.0,31.0,69.9,49.1
19520315,57.0,42.0,70.2,49.3
19520316,55.0,36.0,70.4,49.5
19520317,63.0,34.0,70.7,49.6
19520318,63.0,41.0,70.9,49.8
19520319,64.0,43.0,71.2,50.0
19520320,54.0,40.0,71.4,50.1
19520321,53.0,37.0,71.6,50.3
19520322,54.0,34.0,71.9,50.4
19520323,59.0,33.0,72.1,50.6
19520324,75.0,43.0,72.3,50.7
19520325,74.0,50.0,72.6,50.9
19520326,76.0,47.0,72.8,51.1
19520327,70.0,46.0,73.0,51.2
19520328,77.0,40.0,73.2,51.4
19520329,80.0,45.0,73.5,51.6
19520330,78.0,57.0,73.7,51.8
19520331,79.0,51.0,73.9,52.0
19520401,77.0,45.0,74.2,52.2
19520402,82.0,48.0,74.4,52.4
19520403,77.0,53.0,74.6,52.6
19520404,81.0,47.0,74.9,52.8
19520405,85.0,51.0,75.1,53.0
19520406,91.0,54.0,75.4,53.3
19520407,76.0,57.0,75.6,53.5
19520408,74.0,51.0,75.9,53.7
19520409,70.0,45.0,76.2,54.0
19520410,71.0,52.0,76.5,54.3
19520411,69.0,49.0,76.7,54.5
19520412,75.0,44.0,77.0,54.8
19520413,82.0,52.0,77.3,55.1
19520414,74.0,51.0,77.6,55.4
19520415,74.0,50.0,77.9,55.7
19520416,78.0,46.0,78.2,56.0
19520417,83.0,53.0,78.6,56.3
19520418,85.0,52.0,78.9,56.7
19520419,81.0,53.0,79.2,57.0
19520420,72.0,53.0,79.6,57.3
19520421,78.0,53.0,79.9,57.7
19520422,80.0,53.0,80.3,58.0
19520423,84.0,54.0,80.6,58.4
19520424,83.0,58.0,81.0,58.7
19520425,79.0,54.0,81.3,59.1
19520426,76.0,55.0,81.7,59.4
19520427,70.0,51.0,82.1,59.8
19520428,59.0,48.0,82.4,60.1
19520429,68.0,52.0,82.8,60.5
19520430,75.0,51.0,83.2,60.8
19520501,86.0,54.0,83.5,61.2
19520502,94.0,58.0,83.9,61.5
19520503,91.0,64.0,84.3,61.8
19520504,91.0,62.0,84.7,62.2
19520505,94.0,56.0,85.0,62.5
19520506,90.0,62.0,85.4,62.8
19520507,85.0,63.0,85.8,63.2
19520508,83.0,56.0,86.1,63.5
19520509,85.0,55.0,86.5,63.8
19520510,87.0,56.0,86.9,64.1
19520511,96.0,55.0,87.2,64.4
19520512,98.0,63.0,87.6,64.7
19520513,96.0,68.0,88.0,65.1
19520514,96.0,64.0,88.3,65.3
19520515,78.0,59.0,88.7,65.6
19520516,73.0,52.0,89.0,65.9
19520517,83.0,57.0,89.3,66.2
19520518,86.0,57.0,89.7,66.5
19520519,95.0,57.0,90.0,66.8
19520520,95.0,74.0,90.4,67.1
19520521,85.0,65.0,90.7,67.3
19520522,84.0,65.0,91.0,67.6
19520523,89.0,53.0,91.4,67.9
19520524,95.0,62.0,91.7,68.1
19520525,98.0,65.0,92.0,68.4
19520526,98.0,64.0,92.3,68.7
19520527,98.0,68.0,92.7,68.9
19520528,103.0,66.0,93.0,69.2
19520529,97.0,72.0,93.3,69.5
19520530,100.0,66.0,93.6,69.8
19520531,92.0,64.0,93.9,70.0
19520601,90.0,58.0,94.3,70.3
19520602,94.0,61.0,94.6,70.6
19520603,89.0,63.0,94.9,70.9
19520604,95.0,62.0,95.2,71.2
19520605,100.0,68.0,95.5,71.4
19520606,98.0,70.0,95.8,71.7
19520607,97.0,63.0,96.2,72.0
19520608,100.0,62.0,96.5,72.3
19520609,99.0,64.0,96.8,72.6
19520610,93.0,59.0,97.1,72.9
19520611,96.0,66.0,97.4,73.2
19520612,93.0,64.0,97.7,73.5
19520613,98.0,65.0,98.0,73.8
19520614,98.0,67.0,98.4,74.1
19520615,94.0,63.0,98.7,74.5
19520616,97.0,59.0,99.0,74.8
19520617,102.0,60.0,99.3,75.1
19520618,105.0,67.0,99.6,75.4
19520619,101.0,73.0,99.9,75.7
19520620,102.0,65.0,100.2,76.0
19520621,98.0,72.0,100.4,76.3
19520622,100.0,67.0,100.7,76.6
19520623,89.0,71.0,101.0,76.9
19520624,91.0,67.0,101.3,77.2
19520625,90.0,63.0,101.5,77.5
19520626,87.0,65.0,101.8,77.8
19520627,93.0,61.0,102.0,78.0
19520628,96.0,62.0,102.3,78.3
19520629,96.0,68.0,102.5,78.6
19520630,98.0,61.0,102.7,78.8
19520701,102.0,66.0,102.9,79.1
19520702,103.0,65.0,103.1,79.3
19520703,108.0,68.0,103.3,79.5
19520704,106.0,74.0,103.5,79.7
19520705,104.0,78.0,103.6,79.9
